"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"3936",0.491510272026062,2011,3616560,"NY",0.5,-0.008489728,0,1,3517.3113,1786.1523,1013.9482,2347.269,2243.0059,392.07187,108.93629,353.93976,389.49432,20821.094,20290.924,19828.322,21259.223,21506.723,21907.658,22191.877,22659.941,23640.898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3937",0.565988183021545,2012,3616560,"NY",0.5,0.065988183,1,1,2347.269,3517.3113,1786.1523,2243.0059,392.07187,108.93629,353.93976,389.49432,NA,21259.223,20821.094,20290.924,21506.723,21907.658,22191.877,22659.941,23640.898,NA,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA
"3938",0.562365591526031,2013,3616560,"NY",0.5,0.062365592,1,1,2243.0059,2347.269,3517.3113,392.07187,108.93629,353.93976,389.49432,NA,NA,21506.723,21259.223,20821.094,21907.658,22191.877,22659.941,23640.898,NA,NA,1,0,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA
"3940",0.637426912784576,2015,3616560,"NY",0.5,0.13742691,1,1,108.93629,392.07187,2243.0059,353.93976,389.49432,NA,NA,NA,NA,22191.877,21907.658,21506.723,22659.941,23640.898,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA
"3943",0.45896378159523,2002,3616620,"NY",0.5,-0.041036218,0,1,5693.8706,3365.8931,1075.0413,2058.3645,1267.7689,4142.8701,2267.1011,646.57776,1138.8296,19216.09,17605.979,16655.982,20446.658,21525.508,23138.613,23299.723,23307.168,23565.225,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"3944",0.559110641479492,2003,3616620,"NY",0.5,0.059110641,1,1,2058.3645,5693.8706,3365.8931,1267.7689,4142.8701,2267.1011,646.57776,1138.8296,1604.5803,20446.658,19216.09,17605.979,21525.508,23138.613,23299.723,23307.168,23565.225,25031.75,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"3945",0.570170879364014,2004,3616620,"NY",0.5,0.070170879,1,1,1267.7689,2058.3645,5693.8706,4142.8701,2267.1011,646.57776,1138.8296,1604.5803,636.6507,21525.508,20446.658,19216.09,23138.613,23299.723,23307.168,23565.225,25031.75,25451.885,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3946",0.54244863986969,2005,3616620,"NY",0.5,0.04244864,1,1,4142.8701,1267.7689,2058.3645,2267.1011,646.57776,1138.8296,1604.5803,636.6507,268.89804,23138.613,21525.508,20446.658,23299.723,23307.168,23565.225,25031.75,25451.885,25540.293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3947",0.537468791007996,2006,3616620,"NY",0.5,0.037468791,1,1,2267.1011,4142.8701,1267.7689,646.57776,1138.8296,1604.5803,636.6507,268.89804,525.44342,23299.723,23138.613,21525.508,23307.168,23565.225,25031.75,25451.885,25540.293,27100.357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3948",0.572020709514618,2007,3616620,"NY",0.5,0.07202071,1,1,646.57776,2267.1011,4142.8701,1138.8296,1604.5803,636.6507,268.89804,525.44342,531.50659,23307.168,23299.723,23138.613,23565.225,25031.75,25451.885,25540.293,27100.357,26159.877,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"3949",0.610389590263367,2008,3616620,"NY",0.5,0.11038959,1,1,1138.8296,646.57776,2267.1011,1604.5803,636.6507,268.89804,525.44342,531.50659,725.02356,23565.225,23307.168,23299.723,25031.75,25451.885,25540.293,27100.357,26159.877,26290.438,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"3950",0.584750711917877,2009,3616620,"NY",0.5,0.084750712,1,1,1604.5803,1138.8296,646.57776,636.6507,268.89804,525.44342,531.50659,725.02356,730.38239,25031.75,23565.225,23307.168,25451.885,25540.293,27100.357,26159.877,26290.438,26672.963,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"3951",0.576232314109802,2010,3616620,"NY",0.5,0.076232314,1,1,636.6507,1604.5803,1138.8296,268.89804,525.44342,531.50659,725.02356,730.38239,1743.4502,25451.885,25031.75,23565.225,25540.293,27100.357,26159.877,26290.438,26672.963,26792.82,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"3952",0.614745020866394,2011,3616620,"NY",0.5,0.11474502,1,1,268.89804,636.6507,1604.5803,525.44342,531.50659,725.02356,730.38239,1743.4502,2215.2756,25540.293,25451.885,25031.75,27100.357,26159.877,26290.438,26672.963,26792.82,26782.293,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"3960",0.622974455356598,2004,3616680,"NY",0.5,0.12297446,1,1,808.06708,1826.5027,507.46136,2187.2002,1036.5056,383.8508,656.1875,971.77228,1279.6232,12603.348,12734.063,13360.507,12984.631,13060.335,13236.515,13445.889,14315.276,14706.602,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"3961",0.497458249330521,2005,3616680,"NY",0.5,-0.0025417507,0,1,2187.2002,808.06708,1826.5027,1036.5056,383.8508,656.1875,971.77228,1279.6232,591.24408,12984.631,12603.348,12734.063,13060.335,13236.515,13445.889,14315.276,14706.602,14469.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3962",0.571181058883667,2006,3616680,"NY",0.5,0.071181059,1,1,1036.5056,2187.2002,808.06708,383.8508,656.1875,971.77228,1279.6232,591.24408,363.09088,13060.335,12984.631,12603.348,13236.515,13445.889,14315.276,14706.602,14469.025,14724.31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3964",0.628342270851135,2008,3616680,"NY",0.5,0.12834227,1,1,656.1875,383.8508,1036.5056,971.77228,1279.6232,591.24408,363.09088,552.67969,1232.963,13445.889,13236.515,13060.335,14315.276,14706.602,14469.025,14724.31,15383.392,15531.521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3966",0.625569701194763,2010,3616680,"NY",0.5,0.1255697,1,1,1279.6232,971.77228,656.1875,591.24408,363.09088,552.67969,1232.963,1795.2775,1756.7776,14706.602,14315.276,13445.889,14469.025,14724.31,15383.392,15531.521,15748.77,16358.428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3967",0.615360200405121,2011,3616680,"NY",0.5,0.1153602,1,1,591.24408,1279.6232,971.77228,363.09088,552.67969,1232.963,1795.2775,1756.7776,1814.7177,14469.025,14706.602,14315.276,14724.31,15383.392,15531.521,15748.77,16358.428,16455.463,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"3968",0.630595803260803,2012,3616680,"NY",0.5,0.1305958,1,1,363.09088,591.24408,1279.6232,552.67969,1232.963,1795.2775,1756.7776,1814.7177,NA,14724.31,14469.025,14706.602,15383.392,15531.521,15748.77,16358.428,16455.463,NA,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,0,NA
"3984",0.53555554151535,2006,3616800,"NY",0.5,0.035555542,1,1,1772.9449,434.7182,159.87906,2586.2896,28007.85,15251.351,4541.2349,1030.1936,1332.5688,17489.941,17112.088,17673.031,19389.629,19650.873,20779.859,23594.813,25317.09,24917.354,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"3997",0.624087572097778,2005,3616960,"NY",0.5,0.12408757,1,1,694.888,855.72772,481.52341,590.95898,728.45319,684.8764,762.67346,950.00446,659.552,21258.424,19747.563,18629.75,22239.055,22691.846,24225.463,23920.783,23868.598,23539.471,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"4001",0.632563233375549,2003,3616980,"NY",0.5,0.13256323,1,1,506.8848,2238.8005,1534.3995,602.51624,1619.7948,613.07385,689.12689,1539.4822,4749.8237,17387.406,17790.211,15802.122,17159.299,17567.291,17015.377,18864.543,19355.789,20776.604,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4008",0.567567586898804,2010,3616980,"NY",0.5,0.067567587,1,1,7411.6401,4749.8237,1539.4822,3290.8782,2087.3005,694.88379,570.05579,783.71991,630.58911,20813.227,20776.604,19355.789,19889.662,19959.438,20306.328,22093.369,21409.354,22395.367,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"4017",0.416173577308655,2014,3617220,"NY",0.5,-0.083826423,0,1,90.135155,223.42781,408.12881,120.68755,684.13397,3455.2163,NA,NA,NA,26316.152,27502.998,25963.865,27211.107,28154.744,27590.727,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,0,1,0,0,NA,NA,NA
"4018",0.599580705165863,2015,3617220,"NY",0.5,0.099580705,1,1,120.68755,90.135155,223.42781,684.13397,3455.2163,NA,NA,NA,NA,27211.107,26316.152,27502.998,28154.744,27590.727,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
"4019",0.612745106220245,2003,3617380,"NY",0.5,0.11274511,1,1,764.72986,990.61743,1827.828,362.67532,294.61978,1055.5865,1586.525,825.74823,581.72546,17812.002,16203.334,15824.914,17531.076,18889.348,20117.49,20030.07,21232.445,22192.715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"4020",0.510248124599457,2004,3617380,"NY",0.5,0.010248125,1,1,362.67532,764.72986,990.61743,294.61978,1055.5865,1586.525,825.74823,581.72546,187.22452,17531.076,17812.002,16203.334,18889.348,20117.49,20030.07,21232.445,22192.715,22787.553,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4021",0.477695822715759,2009,3617380,"NY",0.5,-0.022304177,0,1,581.72546,825.74823,1586.525,187.22452,45.616405,527.26428,724.34705,189.7401,227.15543,22192.715,21232.445,20030.07,22787.553,22732.342,23500.092,23939.342,24705.984,25154.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4022",0.376397520303726,2016,3617380,"NY",0.5,-0.12360248,0,1,1250.2224,227.15543,189.7401,623.14697,NA,NA,NA,NA,NA,25658.551,25154.09,24705.984,26545.359,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"4029",0.588383138179779,2008,3617520,"NY",0.5,0.088383138,1,1,425.15347,1341.6479,1839.8226,965.82092,1106.4039,3371.0383,1784.1436,1381.3353,2181.0537,18931.324,19003.02,17737.26,19719.1,19932.699,19858.854,19094.398,18431.709,18966.324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4031",0.533807814121246,2010,3617520,"NY",0.5,0.033807814,1,1,1106.4039,965.82092,425.15347,3371.0383,1784.1436,1381.3353,2181.0537,2030.0149,1313.012,19932.699,19719.1,18931.324,19858.854,19094.398,18431.709,18966.324,19735,20133.436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4033",0.544600963592529,2012,3617520,"NY",0.5,0.044600964,1,1,1784.1436,3371.0383,1106.4039,1381.3353,2181.0537,2030.0149,1313.012,3139.0603,NA,19094.398,19858.854,19932.699,18431.709,18966.324,19735,20133.436,20428.545,NA,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,0,NA
"4035",0.544600963592529,2014,3617520,"NY",0.5,0.044600964,1,1,2181.0537,1381.3353,1784.1436,2030.0149,1313.012,3139.0603,NA,NA,NA,18966.324,18431.709,19094.398,19735,20133.436,20428.545,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,1,1,1,0,NA,NA,NA
"4038",0.568681299686432,2002,3617640,"NY",0.5,0.0686813,1,1,10215.025,5441.2681,1825.6018,2602.6511,224.37064,184.73836,307.73355,372.89771,1103.8899,14483.898,13563.854,12705.168,14804.147,15041.754,15495.879,15834.347,16071.101,16311.401,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"4039",0.591911792755127,2003,3617640,"NY",0.5,0.091911793,1,1,2602.6511,10215.025,5441.2681,224.37064,184.73836,307.73355,372.89771,1103.8899,1407.4414,14804.147,14483.898,13563.854,15041.754,15495.879,15834.347,16071.101,16311.401,17293.154,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"4041",0.604629635810852,2005,3617640,"NY",0.5,0.10462964,1,1,184.73836,224.37064,2602.6511,307.73355,372.89771,1103.8899,1407.4414,329.1922,306.49216,15495.879,15041.754,14804.147,15834.347,16071.101,16311.401,17293.154,18150.039,17282.58,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"4042",0.621475040912628,2006,3617640,"NY",0.5,0.12147504,1,1,307.73355,184.73836,224.37064,372.89771,1103.8899,1407.4414,329.1922,306.49216,366.81384,15834.347,15495.879,15041.754,16071.101,16311.401,17293.154,18150.039,17282.58,17220.389,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"4043",0.612804889678955,2007,3617640,"NY",0.5,0.11280489,1,1,372.89771,307.73355,184.73836,1103.8899,1407.4414,329.1922,306.49216,366.81384,4958.5137,16071.101,15834.347,15495.879,16311.401,17293.154,18150.039,17282.58,17220.389,17234.928,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"4044",0.612349927425385,2009,3617640,"NY",0.5,0.11234993,1,1,1407.4414,1103.8899,372.89771,329.1922,306.49216,366.81384,4958.5137,424.06644,618.974,17293.154,16311.401,16071.101,18150.039,17282.58,17220.389,17234.928,18016.514,18980.57,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4045",0.548582971096039,2010,3617640,"NY",0.5,0.048582971,1,1,329.1922,1407.4414,1103.8899,306.49216,366.81384,4958.5137,424.06644,618.974,623.94336,18150.039,17293.154,16311.401,17282.58,17220.389,17234.928,18016.514,18980.57,20138.516,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4046",0.59185916185379,2011,3617640,"NY",0.5,0.091859162,1,1,306.49216,329.1922,1407.4414,366.81384,4958.5137,424.06644,618.974,623.94336,4255.7515,17282.58,18150.039,17293.154,17220.389,17234.928,18016.514,18980.57,20138.516,21035.838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4054",0.648802757263184,2003,3617820,"NY",0.5,0.14880276,1,1,2517.4458,974.20282,701.7926,243.36893,297.64481,217.55586,291.77963,1321.1875,4345.5234,14167.473,14040.04,13328.227,14507.709,14886.094,14495.996,14532.317,15273.637,15799.146,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4069",0.632034659385681,2003,3617880,"NY",0.5,0.13203466,1,1,10605.326,2309.1577,1347.0726,466.7937,130.72778,565.46985,482.94049,460.8743,610.01477,17970.029,16767.676,16406.256,18024.262,18247.42,17861.166,19264.742,20005.838,22527.986,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"4073",0.529411792755127,2008,3617880,"NY",0.5,0.029411793,1,1,460.8743,482.94049,565.46985,610.01477,1890.2798,11059.491,1210.567,550.41833,2049.2349,20005.838,19264.742,17861.166,22527.986,21954.703,20717.75,21725.643,21587.92,21068.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4076",0.524934411048889,2011,3617880,"NY",0.5,0.024934411,1,1,11059.491,1890.2798,610.01477,1210.567,550.41833,2049.2349,1331.8579,789.68982,1027.9509,20717.75,21954.703,22527.986,21725.643,21587.92,21068.24,21448.834,21150.723,22978.986,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4089",0.518518507480621,2010,3617940,"NY",0.5,0.018518507,1,1,7481.043,291.93185,3175.3003,11029.817,771.24121,152.50958,79.385086,153.04034,291.45654,27903.348,24975.629,22901.768,27130.977,29831.891,28171.172,29078.1,26785.061,26239.576,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4090",0.449275374412537,2002,3618030,"NY",0.5,-0.050724626,0,1,3628.0764,1042.8741,3624.0938,441.4201,992.85052,3079.5042,2832.8916,595.97119,5634.8911,18201.148,16768.318,15117.363,18181.15,18897.213,18962.484,19962.41,20106.059,19911.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4097",0.639175236225128,2009,3618090,"NY",0.5,0.13917524,1,1,6004.6895,1300.4396,400.35403,2672.356,1145.129,628.09296,946.95837,203.7404,1379.5845,17297.25,16528.408,17372.846,17964.77,17723.75,18026.715,19021.445,18742.621,20947.859,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4104",0.503271281719208,2002,3618120,"NY",0.5,0.0032712817,1,1,3398.7363,4020.5425,957.51453,2614.4399,1484.8743,458.11084,449.67068,421.60007,470.36679,18062.473,18083.945,16977.529,18671.748,19816.992,20415.197,20664.529,21681.658,22350.018,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
"4105",0.612224459648132,2003,3618120,"NY",0.5,0.11222446,1,1,2614.4399,3398.7363,4020.5425,1484.8743,458.11084,449.67068,421.60007,470.36679,419.07358,18671.748,18062.473,18083.945,19816.992,20415.197,20664.529,21681.658,22350.018,23739.447,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"4106",0.558338105678558,2004,3618120,"NY",0.5,0.058338106,1,1,1484.8743,2614.4399,3398.7363,458.11084,449.67068,421.60007,470.36679,419.07358,2300.7073,19816.992,18671.748,18062.473,20415.197,20664.529,21681.658,22350.018,23739.447,24846.436,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"4107",0.400872319936752,2005,3618120,"NY",0.5,-0.09912768,0,1,458.11084,1484.8743,2614.4399,449.67068,421.60007,470.36679,419.07358,2300.7073,490.62509,20415.197,19816.992,18671.748,20664.529,21681.658,22350.018,23739.447,24846.436,24978.264,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4108",0.62491250038147,2002,3618150,"NY",0.5,0.1249125,1,1,1705.0906,5629.7251,1120.4136,327.65875,277.89072,339.40372,286.03506,310.98538,1663.8003,14829.38,14354.654,13437.859,15590.617,15753.916,16299.927,17160.639,18095.371,17795.018,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"4109",0.581161141395569,2003,3618150,"NY",0.5,0.081161141,1,1,327.65875,1705.0906,5629.7251,277.89072,339.40372,286.03506,310.98538,1663.8003,5388.5518,15590.617,14829.38,14354.654,15753.916,16299.927,17160.639,18095.371,17795.018,18962.91,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"4111",0.645631074905396,2005,3618150,"NY",0.5,0.14563107,1,1,339.40372,277.89072,327.65875,286.03506,310.98538,1663.8003,5388.5518,12255.134,6213.502,16299.927,15753.916,15590.617,17160.639,18095.371,17795.018,18962.91,19002.801,19847.984,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"4112",0.558655202388763,2006,3618150,"NY",0.5,0.058655202,1,1,286.03506,339.40372,277.89072,310.98538,1663.8003,5388.5518,12255.134,6213.502,2730.2583,17160.639,16299.927,15753.916,18095.371,17795.018,18962.91,19002.801,19847.984,19453.986,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"4113",0.5,2007,3618150,"NY",0.5,0,0,1,310.98538,286.03506,339.40372,1663.8003,5388.5518,12255.134,6213.502,2730.2583,214.82054,18095.371,17160.639,16299.927,17795.018,18962.91,19002.801,19847.984,19453.986,19437.297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4116",0.559840440750122,2010,3618150,"NY",0.5,0.059840441,1,1,12255.134,5388.5518,1663.8003,6213.502,2730.2583,214.82054,271.06985,1213.4646,2767.6563,19002.801,18962.91,17795.018,19847.984,19453.986,19437.297,18157.693,18217.689,19643.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4119",0.595577716827393,2013,3618150,"NY",0.5,0.095577717,1,1,214.82054,2730.2583,6213.502,271.06985,1213.4646,2767.6563,1568.446,NA,NA,19437.297,19453.986,19847.984,18157.693,18217.689,19643.164,20239.451,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA
"4124",0.48693260550499,2009,3618240,"NY",0.5,-0.013067394,0,1,553.01526,1793.0437,1760.1447,1104.0514,3490.6235,1810.089,1091.0179,1148.8623,1212.7843,26467.066,24721.5,24003.012,26237.967,25826.889,26249.004,25110.488,24263.27,25795.371,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4133",0.586614191532135,2009,3618450,"NY",0.5,0.086614192,1,1,1095.0067,1205.9496,3516.1582,2047.0586,3172.8262,5482.5278,1875.0624,2299.916,4249.1201,21122.893,18164.697,15361.881,20419.225,20177.584,19391.365,19520.15,19674.938,21638.824,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"4134",0.482954531908035,2010,3618450,"NY",0.5,-0.017045468,0,1,2047.0586,1095.0067,1205.9496,3172.8262,5482.5278,1875.0624,2299.916,4249.1201,6614.0781,20419.225,21122.893,18164.697,20177.584,19391.365,19520.15,19674.938,21638.824,21247.502,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4135",0.585915505886078,2011,3618450,"NY",0.5,0.085915506,1,1,3172.8262,2047.0586,1095.0067,5482.5278,1875.0624,2299.916,4249.1201,6614.0781,2346.0916,20177.584,20419.225,21122.893,19391.365,19520.15,19674.938,21638.824,21247.502,23166.068,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
"4136",0.647058844566345,2012,3618450,"NY",0.5,0.14705884,1,1,5482.5278,3172.8262,2047.0586,1875.0624,2299.916,4249.1201,6614.0781,2346.0916,NA,19391.365,20177.584,20419.225,19520.15,19674.938,21638.824,21247.502,23166.068,NA,1,0,1,1,1,0,0,NA,1,1,1,1,1,0,0,NA
"4149",0.633004903793335,2003,3618540,"NY",0.5,0.1330049,1,1,6669.896,636.20862,2973.3992,397.53909,223.94853,1431.4219,9557.791,2398.2563,2769.4639,16652.301,16424.969,16016.612,17144.332,17897.625,17634,18545.766,19149.764,20528.359,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
"4150",0.501477837562561,2005,3618540,"NY",0.5,0.0014778376,1,1,223.94853,397.53909,6669.896,1431.4219,9557.791,2398.2563,2769.4639,1315.7087,357.71912,17897.625,17144.332,16652.301,17634,18545.766,19149.764,20528.359,20481.494,21365.588,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
"4152",0.614197552204132,2008,3618540,"NY",0.5,0.11419755,1,1,2398.2563,9557.791,1431.4219,2769.4639,1315.7087,357.71912,293.70978,2081.9746,975.50049,19149.764,18545.766,17634,20528.359,20481.494,21365.588,22282.693,22096.834,23039.227,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
"4154",0.537455439567566,2010,3618540,"NY",0.5,0.03745544,1,1,1315.7087,2769.4639,2398.2563,357.71912,293.70978,2081.9746,975.50049,1413.6219,520.27954,20481.494,20528.359,19149.764,21365.588,22282.693,22096.834,23039.227,23133.605,23573.09,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"4160",0.53418231010437,2002,3618570,"NY",0.5,0.03418231,1,1,333.28824,1301.3492,2062.0796,461.67581,2369.9302,9663.415,8865.3945,841.09595,1105.0353,18363.904,17093.877,17548.447,20247.879,20735.141,22311.902,23199.496,23250.629,24300.809,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
"4161",0.501272261142731,2003,3618570,"NY",0.5,0.0012722611,1,1,461.67581,333.28824,1301.3492,2369.9302,9663.415,8865.3945,841.09595,1105.0353,4854.3291,20247.879,18363.904,17093.877,20735.141,22311.902,23199.496,23250.629,24300.809,25957.91,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"4162",0.508077561855316,2004,3618570,"NY",0.5,0.0080775619,1,1,2369.9302,461.67581,333.28824,9663.415,8865.3945,841.09595,1105.0353,4854.3291,5860.0947,20735.141,20247.879,18363.904,22311.902,23199.496,23250.629,24300.809,25957.91,26963.816,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"4163",0.571200013160706,2005,3618570,"NY",0.5,0.071200013,1,1,9663.415,2369.9302,461.67581,8865.3945,841.09595,1105.0353,4854.3291,5860.0947,3409.1118,22311.902,20735.141,20247.879,23199.496,23250.629,24300.809,25957.91,26963.816,25585.248,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4167",0.635483860969543,2003,3618660,"NY",0.5,0.13548386,1,1,2064.2571,932.09393,3340.5259,372.87418,300.74838,592.573,1293.9757,3862.7537,5746.3521,14514.556,14339.412,13832.65,15199.968,14778.571,14974.924,15833.851,15869.355,17242.928,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4168",0.57407408952713,2004,3618660,"NY",0.5,0.07407409,1,1,372.87418,2064.2571,932.09393,300.74838,592.573,1293.9757,3862.7537,5746.3521,5841.6924,15199.968,14514.556,14339.412,14778.571,14974.924,15833.851,15869.355,17242.928,17098.262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4170",0.50042337179184,2006,3618660,"NY",0.5,0.00042337179,1,1,592.573,300.74838,372.87418,1293.9757,3862.7537,5746.3521,5841.6924,1758.9045,1023.2148,14974.924,14778.571,15199.968,15833.851,15869.355,17242.928,17098.262,16271.453,16342.246,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
"4171",0.628552556037903,2007,3618660,"NY",0.5,0.12855256,1,1,1293.9757,592.573,300.74838,3862.7537,5746.3521,5841.6924,1758.9045,1023.2148,480.45697,15833.851,14974.924,14778.571,15869.355,17242.928,17098.262,16271.453,16342.246,16479.035,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
"4174",0.58142077922821,2010,3618660,"NY",0.5,0.081420779,1,1,5841.6924,5746.3521,3862.7537,1758.9045,1023.2148,480.45697,241.55235,292.18622,301.02304,17098.262,17242.928,15869.355,16271.453,16342.246,16479.035,16774.756,18210.898,18653.768,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
"4176",0.527004897594452,2007,3618690,"NY",0.5,0.027004898,1,1,198.95952,845.06134,1047.3677,153.68233,615.30981,940.23059,2543.4053,1213.871,650.47455,21120.84,20380.172,19852.383,21348.895,23345.725,23893.514,23650.469,23145.178,23133.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4179",0.629392981529236,2002,3618750,"NY",0.5,0.12939298,1,1,6313.9731,9020.3887,7551.9639,1423.2065,460.53427,676.72223,222.78951,187.53918,516.78943,14227.746,13588.822,13097.595,13752.215,13556.905,14328.808,14422.863,15275.012,15634.229,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"4181",0.619252860546112,2004,3618750,"NY",0.5,0.11925286,1,1,460.53427,1423.2065,6313.9731,676.72223,222.78951,187.53918,516.78943,1135.2168,3161.1753,13556.905,13752.215,14227.746,14328.808,14422.863,15275.012,15634.229,16959.211,18154.34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4182",0.526086986064911,2005,3618750,"NY",0.5,0.026086986,1,1,676.72223,460.53427,1423.2065,222.78951,187.53918,516.78943,1135.2168,3161.1753,299.43936,14328.808,13556.905,13752.215,14422.863,15275.012,15634.229,16959.211,18154.34,17698.09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4183",0.582463443279266,2006,3618750,"NY",0.5,0.082463443,1,1,222.78951,676.72223,460.53427,187.53918,516.78943,1135.2168,3161.1753,299.43936,139.15303,14422.863,14328.808,13556.905,15275.012,15634.229,16959.211,18154.34,17698.09,17630.576,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
