"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"75",0.609363831308077,1998,600049,"CA",0.666666984558105,-0.057303153,0,1,855.16406,NA,NA,2469.5142,2821.1719,6629.4868,4383.2095,3226.5127,5664.5684,9866.1777,NA,NA,9850.4121,10520.368,12057.4,12714.828,12928.783,12430.297,NA,NA,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0
"78",0.573913660891792,2014,600052,"CA",0.550000011920929,0.02391365,1,1,285.35544,383.05774,556.8772,445.81339,527.36084,887.87091,NA,NA,NA,11657.48,11487.218,11419.2,12294.117,13239.02,13455.519,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"79",0.672455378678244,2004,600060,"CA",0.550000011920929,0.12245537,1,1,2384.1731,1212.4684,619.63715,854.77759,3619.4412,4053.2725,3277.5984,783.54065,1693.2042,10667.4,10559.104,11339.216,10914.757,11129.212,11696.18,12008.972,11118.209,10445.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"80",0.408038328453553,2010,600060,"CA",0.550000011920929,-0.14196168,0,1,1693.2042,783.54065,3277.5984,1064.4811,355.33655,578.78595,76.97123,90.107628,139.1864,10445.407,11118.209,12008.972,10640.06,10496.777,10379.259,10687.43,11177.877,12183.853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"81",0.601380721043211,2016,600060,"CA",0.550000011920929,0.051380709,1,1,139.1864,90.107628,76.97123,276.71545,NA,NA,NA,NA,NA,12183.853,11177.877,10687.43,12665.905,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"82",0.631168831168831,2003,600061,"CA",0.666666984558105,-0.035498153,0,1,682.56061,918.70483,759.70032,1374.7435,832.32867,873.73761,774.14661,1402.5793,8066.4492,11117.432,10285.49,9030.9111,11170.559,11057.897,10746.853,12187.963,12068.027,12975.701,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"83",0.61595547309833,2004,600061,"CA",0.666666984558105,-0.050711513,0,1,1374.7435,682.56061,918.70483,832.32867,873.73761,774.14661,1402.5793,8066.4492,4103.2822,11170.559,11117.432,10285.49,11057.897,10746.853,12187.963,12068.027,12975.701,12101.029,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"84",0.652926628194559,2005,600061,"CA",0.550000011920929,0.10292662,1,1,832.32867,1374.7435,682.56061,873.73761,774.14661,1402.5793,8066.4492,4103.2822,752.22461,11057.897,11170.559,11117.432,10746.853,12187.963,12068.027,12975.701,12101.029,12304.274,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"85",0.69466515323496,2002,600062,"CA",0.550000011920929,0.14466514,1,1,628.69653,1218.4717,540.93463,1648.5891,4098.1841,3805.7107,2319.0198,3318.1687,1202.2357,10021.536,9168.8184,8258.5791,9999.5752,9448.1816,9363.4678,9926.0205,10236.072,10504.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0.644948996380388,2016,600063,"CA",0.550000011920929,0.094948985,1,1,191.19029,238.51508,212.71533,292.85355,NA,NA,NA,NA,NA,6646.6899,6108.7725,5735.1113,6977.0376,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"87",0.685730253353204,2002,600064,"CA",0.550000011920929,0.13573024,1,1,784.04736,1395.9917,1528.6151,517.08606,1048.1801,1352.8932,1727.9375,643.96631,1729.3163,10949.576,9941.9941,9267.1533,10898.816,10550.075,10669.316,10663.579,11241.787,11432.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0.512781401220282,2012,600064,"CA",0.550000011920929,-0.037218612,0,1,1045.8734,78.280991,225.97914,1168.276,721.26123,808.43463,1062.3394,879.85388,NA,10574.217,10532.975,11210.403,10017.089,10305.186,11324.666,12854.891,13247.764,NA,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA
"90",0.670212765957447,2006,600065,"CA",0.550000011920929,0.12021276,1,1,3256.6716,1766.2511,1404.5818,1823.3888,2801.0508,3270.3071,1755.1429,144.92299,814.20007,10631.281,10205.134,9864.4404,10646.766,10984.365,10957.275,10774.957,10070.154,9798.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0.463364993215739,2008,600067,"CA",0.550000011920929,-0.086635016,0,1,777.11334,1983.4299,479.07858,503.06583,467.10492,878.0658,648.96619,195.07108,1921.4146,11465.335,11373.811,11227.369,11344.304,11821.28,11322.751,10882.468,10934.636,11421.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"92",0.669491525423729,2012,600067,"CA",0.550000011920929,0.11949151,1,1,648.96619,878.0658,467.10492,195.07108,1921.4146,4194.0469,3594.1843,1017.3937,NA,10882.468,11322.751,11821.28,10934.636,11421.18,12428.57,13552.741,14461.004,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0,NA
"94",0.581715210355987,2006,600068,"CA",0.550000011920929,0.031715199,1,1,2547.0579,2296.2407,385.42719,2166.2151,6232.665,11557.943,2691.2175,1797.354,2846.9248,9859.2168,9052.791,9354.2236,10837.17,10525.7,10960.648,10108.534,9101.2168,9878.4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0.438247011952191,2004,600116,"CA",0.550000011920929,-0.111753,0,1,1195.296,809.71753,NA,2638.7996,459.7753,2417.9277,16289.211,71165.328,26438.104,13407.603,12737.129,NA,12660.751,13140.675,16882.967,13599.127,16333.391,15995.217,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
"99",0.526086956521739,2006,600158,"CA",0.550000011920929,-0.023913056,0,1,1738.4579,1033.9485,NA,2430.7058,791.96478,721.16333,437.02878,862.91595,896.1076,10090.253,10098.278,NA,10598.722,10710.652,10546.51,10189.256,9928.623,9766.2314,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"100",0.677783015162228,2016,600158,"CA",0.550000011920929,0.127783,1,1,661.23303,755.36584,801.12128,675.35791,NA,NA,NA,NA,NA,10657.838,10056.657,9520.1094,11678.438,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"102",0.681811343463216,1997,601620,"CA",0.666666984558105,0.015144359,1,1,483.478,417.49237,406.46729,501.09714,901.92419,1285.869,2316.7698,2564.1868,1391.5447,7979.9194,8268.1133,8090.3179,8489.8398,8591.8896,9579.458,9974.9619,10691.513,10910.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0.439548349739433,2014,601620,"CA",0.550000011920929,-0.11045166,0,1,245.52599,222.45003,474.65649,223.22868,139.80952,379.60916,NA,NA,NA,10265.029,10070.396,10234.41,10839.479,12128.053,12431.325,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"104",0.769547505365982,1997,601650,"CA",0.666666984558105,0.10288052,1,1,453.90448,641.11609,2284.9282,966.71722,1927.1925,8871.7979,5895.8521,3689.8362,3433.8801,10180.381,10106.789,10658.053,10170.8,10349.205,10473.06,10917.875,11775.615,20254.639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"105",0.673326338817332,2002,601650,"CA",0.550000011920929,0.12332632,1,1,3689.8362,5895.8521,8871.7979,3433.8801,3286.4338,4996.9731,2942.7615,1712.9766,826.40125,11775.615,10917.875,10473.06,20254.639,19277.67,20022.678,20325.975,21470.551,17829.479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"106",0.642633177911718,2008,601650,"CA",0.550000011920929,0.092633165,1,1,826.40125,1712.9766,2942.7615,350.77985,1361.6,2720.8901,4603.8442,3137.2888,2152.9214,17829.479,21470.551,20325.975,18438.01,12595.585,12190.773,12671.281,12883.938,14195.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0.627500717909448,2014,601770,"CA",0.550000011920929,0.077500708,1,1,628.3031,655.94208,178.79311,180.37422,1026.9327,1971.3373,NA,NA,NA,10110.255,10104.239,9485.8271,10091.056,11265.041,11572.458,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"111",0.689585146504207,2016,601860,"CA",0.666666984558105,0.022918163,1,1,456.44836,953.3562,92.976089,429.27155,NA,NA,NA,NA,NA,19351.619,17992.129,16839.379,19488.928,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"112",0.740194010965837,1999,601950,"CA",0.666666984558105,0.073527023,1,1,1659.827,1407.7361,1629.6057,1831.5918,1968.1572,1590.3793,1854.7491,277.9133,935.02563,8072.6025,7696.7578,7422.0186,8910.4141,9674.5049,10741.377,11414.564,9970.3535,10370.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0.648309912647171,2006,601950,"CA",0.550000011920929,0.098309904,1,1,2426.6848,935.02563,277.9133,1912.1985,4461.8447,2997.2192,1024.484,401.64847,1565.598,10436.564,10370.534,9970.3535,11331.373,11867.026,11369.783,10583.776,10230.879,9761.4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0.732160758224733,2016,601950,"CA",0.666666984558105,0.06549377,1,1,1260.7931,477.76605,221.48926,1512.7128,NA,NA,NA,NA,NA,12009.282,10833.063,9992,12796.178,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"115",0.743643184660275,1997,602100,"CA",0.666666984558105,0.076976202,1,1,605.46326,175.79517,165.39871,516.62018,2220.1843,6217.6812,6015.6792,1310.6575,863.51642,7607.8726,7530.4111,7481.8594,8080.5605,8571.4678,8771.5469,9502.75,10378.663,10303.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"116",0.446131597975416,2002,602100,"CA",0.550000011920929,-0.10386842,0,1,1310.6575,6015.6792,6217.6812,863.51642,1078.892,319.91272,585.34619,563.93103,53.877159,10378.663,9502.75,8771.5469,10303.242,9781.2148,10255.52,10222.197,10823.588,10711.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0.427182320441989,2012,602100,"CA",0.550000011920929,-0.1228177,0,1,1153.326,46.821068,170.72972,53.335106,43.884418,8.7828026,45.742268,0,NA,10463.483,9730.9775,10297.357,9149.9346,8060.7935,9296.8887,11179.285,10659.356,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"118",0.630899556272691,1997,602160,"CA",0.666666984558105,-0.035767429,0,1,685.36554,149.59824,861.6897,749.51758,436.7695,2316.6335,1783.3066,1640.0011,680.93054,7231.6758,7047.4146,7020.3516,7569.2617,7636.5249,8018.2266,8490.6738,8819.8887,9092.0459,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"119",0.762609902822767,1999,602160,"CA",0.666666984558105,0.095942922,1,1,436.7695,749.51758,685.36554,2316.6335,1783.3066,1640.0011,680.93054,1555.4913,826.60333,7636.5249,7569.2617,7231.6758,8018.2266,8490.6738,8819.8887,9092.0459,8535.8223,9109.5244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"120",0.550277279399772,2016,602160,"CA",0.550000011920929,0.00027726748,1,1,84.758018,38.888062,43.596352,182.78607,NA,NA,NA,NA,NA,10068.094,9610.4639,8747.5537,10700.191,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"124",0.620173222663298,2007,602430,"CA",0.550000011920929,0.070173211,1,1,4078.6438,1831.7603,744.90955,3818.7473,3502.541,3168.8303,2667.7249,1074.4091,185.56184,10234.981,9272.5625,9543.8721,10162.263,10576.212,9983.582,9547.3721,9104.4775,8798.7803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"125",0.626686729443743,2012,602430,"CA",0.550000011920929,0.076686718,1,1,1074.4091,2667.7249,3168.8303,185.56184,188.17334,285.42026,364.25009,839.75446,NA,9104.4775,9547.3721,9983.582,8798.7803,9812.498,11254.071,12692.816,13449.299,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"126",0.653387703889586,2002,602450,"CA",0.550000011920929,0.10338769,1,1,320.74847,796.4386,914.42914,196.78316,1426.8165,3598.646,2306.8474,1633.8235,1496.0513,7875.4116,8226.0059,7958.978,8436.0996,8665.0459,8981.7871,8973.7754,8919.8076,9400.3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0.555367793240557,1998,602610,"CA",0.666666984558105,-0.11129919,0,1,437.35373,319.56177,458.25439,867.80585,1426.3317,1490.6251,894.14038,1518.3871,1520.4672,7236.0596,7030.1934,6735.0752,7513.1777,8189.6372,9026.7148,9395.4072,9719.2705,9796.4424,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"128",0.622282740845207,2002,602610,"CA",0.550000011920929,0.072282732,1,1,894.14038,1490.6251,1426.3317,1518.3871,1520.4672,1277.7057,1731.1329,1888.954,1507.6693,9395.4072,9026.7148,8189.6372,9719.2705,9796.4424,10558.783,10507.405,11435.334,11390.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0.639306736429039,2010,602610,"CA",0.550000011920929,0.089306727,1,1,1291.2081,883.97186,1507.6693,1144.6715,1989.811,2098.2241,1764.7781,1052.8887,692.31213,10817.352,11507.755,11390.922,9539.8057,10063.826,9732.9688,10089.144,11225.288,12688.854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"131",0.59085135900893,2014,602630,"CA",0.550000011920929,0.040851347,1,1,74.145485,200.88409,192.94803,210.5018,470.51392,632.73352,NA,NA,NA,11190.542,10831.914,11154.711,12173.754,13213.001,13510.507,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"132",0.732757379409647,1996,602670,"CA",0.666666984558105,0.066090398,1,1,1029.7859,765.70618,NA,910.54858,1828.2729,2714.1785,4894.5078,4471.8262,1479.4507,7909.1162,8021.79,NA,8375.3223,9107.9785,8916.9365,10062.826,10660.404,10812.244,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"134",0.459481939163498,2006,602700,"CA",0.550000011920929,-0.090518072,0,1,596.93341,951.04956,1895.8287,844.65338,1445.9851,1421.099,481.26276,268.89105,226.77797,10351.137,11157.788,11182.708,11055.467,11724.073,11130.194,10751.076,9924.2246,10152.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"135",0.571295309168444,2012,602700,"CA",0.550000011920929,0.021295298,1,1,226.77797,268.89105,481.26276,1630.5189,2582.5364,1435.0308,1464.6332,301.43988,NA,10152.59,9924.2246,10751.076,9718.458,10328.504,11449.299,12147.464,13287.75,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"136",0.650531286894923,2010,602730,"CA",0.550000011920929,0.10053127,1,1,218.86307,94.127739,220.90321,881.95465,4283.2412,8647.626,2147.4536,1618.4266,2399.4668,13775.109,15231.182,15569.345,13969.57,14606.321,14817.128,14933.488,15035.964,16454.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0.630841121495327,1999,602820,"CA",0.666666984558105,-0.035825863,0,1,575.08533,881.49615,683.0155,804.1087,1126.1244,504.17743,838.73785,4173.1265,2543.8914,7929.2124,8034.3271,7502.3906,8514.96,9215.5703,9699.8271,9180.4854,8810.7383,9520.667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"138",0.572231911950442,2002,602820,"CA",0.550000011920929,0.022231899,1,1,504.17743,1126.1244,804.1087,838.73785,4173.1265,2543.8914,2103.8159,2878.9729,2776.156,9699.8271,9215.5703,8514.96,9180.4854,8810.7383,9520.667,9350.3652,9722.1357,9798.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"139",0.524260724698043,2006,602820,"CA",0.550000011920929,-0.025739288,0,1,2103.8159,2543.8914,4173.1265,2878.9729,2776.156,1480.2631,751.94733,346.64938,316.79498,9350.3652,9520.667,8810.7383,9722.1357,9798.1611,9551.6221,9998.5762,9797.3438,9931.168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"140",0.507551995367466,2007,602820,"CA",0.550000011920929,-0.042448018,0,1,2878.9729,2103.8159,2543.8914,2776.156,1480.2631,751.94733,346.64938,316.79498,179.86865,9722.1357,9350.3652,9520.667,9798.1611,9551.6221,9998.5762,9797.3438,9931.168,10277.873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"141",0.624668602449186,2008,602850,"CA",0.550000011920929,0.074668594,1,1,1291.7657,1948.9701,740.04169,669.66345,364.40018,607.95062,1007.1794,490.9368,516.0813,9603.9268,9440.7793,8923.9756,9539.9043,9515.1641,8907.9102,9046.1064,9125.2871,10318.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"142",0.545328559879894,2012,602850,"CA",0.550000011920929,-0.0046714521,0,1,1007.1794,607.95062,364.40018,490.9368,516.0813,1134.7936,1021.4443,683.77924,NA,9046.1064,8907.9102,9515.1641,9125.2871,10318.24,11797.778,11753.761,12616.963,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"143",0.66944941363546,2006,602970,"CA",0.550000011920929,0.1194494,1,1,238.14444,459.81525,107.30875,498.82816,1525.4073,2053.6355,4862.7979,3557.6887,3562.0957,9219.0391,8957.5049,8925.8027,9823.418,10519.456,10568.408,10478.635,10324.032,9622.7549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"144",0.672353236327145,2012,602970,"CA",0.666666984558105,0.0056862519,1,1,3562.0957,3557.6887,4862.7979,4370.1216,5208.5317,4617.6484,1094.4398,495.88321,NA,9622.7549,10324.032,10478.635,9675.3691,10125.834,11259.675,12036.367,12710.102,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"148",0.594675064414543,2010,603030,"CA",0.550000011920929,0.044675052,1,1,16.90642,160.87949,77.658363,127.21582,843.04706,1372.673,1349.5465,1633.7832,2990.7454,11545.677,11711.75,12150.549,12050.679,11943.823,11795.626,12113.669,13291.417,13576.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",0.612903225806452,2000,603090,"CA",0.666666984558105,-0.053763758,0,1,812.49811,1021.8094,350.46301,579.31909,588.32916,1152.4552,3844.4602,4233.9526,2365.4077,10052.503,9928.1211,9839.9229,10158.199,10476.461,11545.814,11493.149,16545.354,17417.51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"152",0.641826923076923,2004,603180,"CA",0.550000011920929,0.091826908,1,1,109.90736,87.095337,410.68625,3513.5925,1421.3251,207.73645,37.25655,83.214615,68.402702,8961.9746,8754.4854,9281.5088,10147.035,9701.2803,9407.7305,9917.9746,9926.0264,8611.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",0.653289614370233,2010,603300,"CA",0.550000011920929,0.1032896,1,1,1224.7258,524.97101,315.76398,394.535,490.00119,2580.5474,2402.8235,2789.02,6017.2505,9535.7295,9994.2686,10047.376,9077.1025,9233.7383,9407.1602,9485.0439,10411.41,11367.842,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"157",0.616653642441608,2014,603300,"CA",0.550000011920929,0.066653632,1,1,2402.8235,2580.5474,490.00119,2789.02,6017.2505,4816.5059,NA,NA,NA,9485.0439,9407.1602,9233.7383,10411.41,11367.842,12252.273,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"158",0.60932218466465,2002,603420,"CA",0.666666984558105,-0.057344802,0,1,393.73895,549.82861,922.09973,288.02042,713.43182,1607.7002,2997.1394,478.44217,833.21478,9323.0771,9097.9199,8647.082,9619.9404,9174.4873,9827.3145,10000.124,9889.7051,10240.184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"159",0.577693940108465,2004,603420,"CA",0.666666984558105,-0.088973045,0,1,713.43182,288.02042,393.73895,1607.7002,2997.1394,478.44217,833.21478,150.5666,123.11986,9174.4873,9619.9404,9323.0771,9827.3145,10000.124,9889.7051,10240.184,9946.9844,9282.9717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"160",0.621015460965833,1998,603480,"CA",0.666666984558105,-0.045651525,0,1,1684.4911,1473.4615,1173.771,234.5656,1786.7803,1783.2262,358.63031,927.10809,1636.6227,8895.9688,8188.5356,7721.186,9169.4316,9287.3369,9877.0742,10040.13,10580.122,9929.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",0.562411748093759,2014,603600,"CA",0.550000011920929,0.012411736,1,1,25.779823,63.152489,24.981775,323.95737,735.87262,1114.7422,NA,NA,NA,11466.255,11130.683,11418.883,12627.233,14249.704,15352.572,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"163",0.401960784313726,2010,603610,"CA",0.550000011920929,-0.14803922,0,1,54.66468,217.84494,61.362003,833.42401,0,1269.3472,1024.6943,973.58997,1891.0833,14312.207,19093.814,19322.896,17390.781,17156.941,14387.902,17002.336,22559.281,28203.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0.638335562705614,2006,603630,"CA",0.550000011920929,0.088335551,1,1,279.66937,163.50812,211.56096,213.84238,414.31046,652.99323,734.57977,684.55603,606.11017,10732.262,10768.251,10529.814,11371.393,11622.099,11648.53,11055.564,10532.485,10427.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",0.730577334283678,1996,603690,"CA",0.666666984558105,0.06391035,1,1,775.42828,831.11267,NA,412.13818,392.27341,687.76215,2297.2546,2006.0494,2786.1438,7981.6265,8088.1138,NA,8073.1343,8465.1797,8576.8955,9085.0957,9909.1484,10918.572,0,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
"169",0.613207547169811,2016,603750,"CA",0.550000011920929,0.063207537,1,1,61.60099,606.09003,141.75102,2223.3557,NA,NA,NA,NA,NA,10558.971,10338.074,9691.4551,12770.188,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"170",0.636055861193398,1997,603840,"CA",0.666666984558105,-0.030611124,0,1,400.98087,119.04625,180.04599,545.97089,537.61761,438.48383,1647.2786,847.20111,232.13452,8467.0996,7716.8735,8068.3105,8458.0273,8740.167,8845.0723,9905.7803,10099.966,9810.2461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"171",0.677878395860285,2002,603840,"CA",0.550000011920929,0.12787838,1,1,847.20111,1647.2786,438.48383,232.13452,714.9325,2104.613,1947.5388,585.3092,2498.6343,10099.966,9905.7803,8845.0723,9810.2461,10055.65,10379.397,10405.348,10325.913,11146.916,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"172",0.579630444346678,2006,603840,"CA",0.550000011920929,0.029630432,1,1,1947.5388,2104.613,714.9325,585.3092,2498.6343,2691.6812,3431.467,4958.875,523.40796,10405.348,10379.397,10055.65,10325.913,11146.916,11591.395,11748.601,11088.681,10376.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0.662198912198912,2016,603840,"CA",0.550000011920929,0.1121989,1,1,442.54318,391.10114,1245.3137,1209.0962,NA,NA,NA,NA,NA,13046.637,11062.876,10432.098,13987.461,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"174",0.645933014354067,2001,603870,"CA",0.666666984558105,-0.020733969,0,1,176.00841,3952.7612,564.04547,238.83362,913.14441,1826.7341,1239.4847,1408.9398,2466.3254,8564.0654,8130.9233,7360.7939,8481.0303,9506.3135,12703.435,10119.443,10302.874,10504.72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"175",0.679245283018868,2002,603870,"CA",0.550000011920929,0.12924527,1,1,238.83362,176.00841,3952.7612,913.14441,1826.7341,1239.4847,1408.9398,2466.3254,1942.3562,8481.0303,8564.0654,8130.9233,9506.3135,12703.435,10119.443,10302.874,10504.72,10611.314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"176",0.555208565692617,1999,604020,"CA",0.666666984558105,-0.11145842,0,1,382.49722,2512.644,588.65979,892.19543,386.6438,335.67139,385.2236,962.91217,1734.3799,8294.4854,8313.1348,7950.2671,8641.1826,9507.04,10489.994,9978.3418,8799.9746,9334.2529,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"177",0.568171454628363,2001,604020,"CA",0.5,0.068171456,1,1,386.6438,892.19543,382.49722,335.67139,385.2236,962.91217,1734.3799,593.84387,336.52866,9507.04,8641.1826,8294.4854,10489.994,9978.3418,8799.9746,9334.2529,9084.5264,9841.2373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"178",0.675397567820393,2016,604020,"CA",0.550000011920929,0.12539756,1,1,32.848469,38.685875,60.225185,259.7717,NA,NA,NA,NA,NA,10649.829,9769.6426,9561.7754,11728.205,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"179",0.628693181818182,2006,604080,"CA",0.550000011920929,0.078693166,1,1,100.30751,194.85385,666.96094,786.99219,859.45361,4239.5078,2528.5378,7643.0752,9184.8857,9167.6885,9677.3848,8936.6504,10438.904,10120.17,10331.363,10814.223,9665.5713,9274.6025,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"184",0.624179219775975,2014,604110,"CA",0.550000011920929,0.07417921,1,1,380.31894,338.00266,714.49152,1493.1343,2614.3374,1865.2103,NA,NA,NA,13593.2,12612.448,13470.958,15033.939,17201.387,16109.62,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"187",0.639693515230798,2002,604230,"CA",0.550000011920929,0.089693502,1,1,487.95459,578.05969,797.22858,486.00092,852.33081,1095.1011,1571.8372,4781.3604,2772.1189,9045.5098,8887.0908,8109.7539,9554.8447,8769.0967,9525.4668,9491.752,9670.1758,9888.4795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",0.737004776622647,2000,604260,"CA",0.666666984558105,0.070337795,1,1,624.63666,511.04791,1160.3857,1246.0264,3677.0547,2811.5071,576.86676,4148.5806,2643.1875,8984.6719,9153.4365,8799.0439,9793.9609,10394.466,9867.416,9560.4482,10253.057,10230.574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"189",0.635222381635581,2005,604260,"CA",0.666666984558105,-0.031444602,0,1,4148.5806,576.86676,2811.5071,2643.1875,1514.2953,1089.3719,1435.0688,315.85049,516.45673,10253.057,9560.4482,9867.416,10230.574,11249.726,11164.061,10972.641,11456.698,10867.697,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"190",0.605958875367184,2006,604260,"CA",0.550000011920929,0.055958863,1,1,2643.1875,4148.5806,576.86676,1514.2953,1089.3719,1435.0688,315.85049,516.45673,342.62244,10230.574,10253.057,9560.4482,11249.726,11164.061,10972.641,11456.698,10867.697,10332.702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
